Unnamed: 0,sentence,#aspect terms,aspect_terms,at_polarity,main_sentiment
1087,"कुछ tips: turnip cake को छोड़कर roast pork buns, और egg custards.",3,"['turnip cake', 'roast pork buns', 'egg custards']","['negative', 'negative', 'negative']",negative
1025,मैं lunch specials को recommend नहीं करता हूं क्योंकि यह other regular chinese restaurant के समान है।,1,['lunch specials'],['negative'],negative
1248,यह bank को break नहीं करेगा लेकिन मैं भी food के लिए back नहीं आऊंगा।,1,['food'],['negative'],negative
63,यहाँ भी नकली fish tanks का...,1,['fish tanks'],['negative'],negative
1594,"यह nice और fresh था, लेकिन मैं इसे authentic thai होने के नाते high scores नहीं दे सकता।",1,['thai'],['negative'],negative
616,मेरे सभी co-workers आश्चर्यचकित थे कि dish कितना small था।,1,['dish'],['negative'],negative
427,"बेशक इस atmosphere में lacking है, लेकिन 24 hour के bagel place से आप और क्या expect करते हैं?",2,"['atmosphere', 'bagel']","['negative', 'neutral']",negative
1771,"कभी मुझे bad food और bad service मिलती है, कभी मुझे good food और bad service मिलती है।",4,"['food', 'service', 'service', 'good']","['negative', 'negative', 'negative', 'positive']",negative
1955,"इसके अलावा, sandwiches ($ 7 के आस-पास) chips या side जैसी किसी चीज के साथ नहीं आया।",3,"['sandwiches', 'chips', 'side']","['negative', 'neutral', 'neutral']",negative
1197,"सब के बाद, उन्होने small tip को लेकर मुझसे complain किया।",1,['tip'],['negative'],negative
2852,"Go Go Hamburgers मत खाइये,  भले reviews चाहे जो भी कहे।",1,['Go Go Hamburgers'],['negative'],negative
2875,भयानक food और भयानक service.,2,"['food', 'service']","['negative', 'negative']",negative
2194,अगर मैं एक crappy scene और annoying customers से deal करना चाहूँ तो मैं Manhattan जाऊंगा।,2,"['scene', 'customers']","['negative', 'negative']",negative
2464,मैं तब तक वापस नहीं जाऊंगा जब तक कि कोई और bill को foot ना कर दे।,1,['bill'],['negative'],negative
